,type,date(yyyyMMddHHmmss),author,message,latitude,longitude,location,spam,hashtags,sentiment_score,sentiment,datetime,tokens,keywords,labels,fire,crime,emergency
253,mbdata,2.01401E+13,AbilaPost,lucio jakab of save our wetlands speaking now at pok rally #abilapost,,,,1,['#AbilaPost'],0,1,2014-01-23 17:19:00,"['lucio', 'jakab', 'of', 'save', 'our', 'wetlands', 'speaking', 'now', 'at', 'pok', 'rally', '#', 'abilapost']","['lucio', 'jakab', 'save', 'wetlands', 'speaking', 'pok', 'rally', 'abilapost']",[],[],[],[]
254,mbdata,2.01401E+13,choconibbs,note to apd: save time and arrest them all now! #pokrally,,,,1,['#POKRally'],-0.0625,0,2014-01-23 17:19:00,"['note', 'to', 'apd', ':', 'save', 'time', 'and', 'arrest', 'them', 'all', 'now', '!', '#', 'pokrally']","['note', 'apd', ':', 'save', 'time', 'arrest', 'pokrally']",['crime'],[],"['apd', 'apd', 'apd', 'apd', 'apd', 'apd', 'arrest', 'apd', 'arrest', 'apd', 'arrest', 'apd', 'arrest']",[]
255,ccdata,2.01401E+13,,disturbance-noise,,,3177 N. Gounaraki St,1,[],0,1,2014-01-23 17:19:00,['disturbance-noise'],['disturbance-noise'],[],[],[],[]
256,mbdata,2.01401E+13,KronosQuoth,the future heals descriptions of marvel #pokrally #hi,,,,1,"['#POKRally', '#HI']",0,1,2014-01-23 17:19:01,"['the', 'future', 'heals', 'descriptions', 'of', 'marvel', '#', 'pokrally', '#', 'hi']","['future', 'heals', 'descriptions', 'marvel', 'pokrally']",[],[],[],[]
257,mbdata,2.01401E+13,KronosQuoth,"if youre offered a seat on a rocket ship, dont ask what seat! just get on.  #kronosstar #pokrally",,,,1,"['#KronosStar', '#POKRally']",0,1,2014-01-23 17:19:01,"['if', 'youre', 'offered', 'a', 'seat', 'on', 'a', 'rocket', 'ship', ',', 'dont', 'ask', 'what', 'seat', '!', 'just', 'get', 'on', '.', '#', 'kronosstar', '#', 'pokrally']","['youre', 'offered', 'seat', 'rocket', 'ship', 'dont', 'ask', 'seat', 'get', 'kronosstar', 'pokrally']",[],[],[],[]
258,mbdata,2.01401E+13,KronosQuoth,"the past is a ghost, the future a dream. all we ever have is now.  #kronosstar #pokrally",,,,1,"['#KronosStar', '#POKRally']",-0.125,0,2014-01-23 17:19:01,"['the', 'past', 'is', 'a', 'ghost', ',', 'the', 'future', 'a', 'dream', '.', 'all', 'we', 'ever', 'have', 'is', 'now', '.', '#', 'kronosstar', '#', 'pokrally']","['past', 'ghost', 'future', 'dream', 'ever', 'kronosstar', 'pokrally']",[],[],[],[]
259,mbdata,2.01401E+13,Clevvah4Evah,i want a job 80% mental 30% fiscal #pok #rally #grammar,,,,1,"['#POK', '#Rally', '#Grammar']",-0.1,0,2014-01-23 17:19:31,"['i', 'want', 'a', 'job', '80', '%', 'mental', '30', '%', 'fiscal', '#', 'pok', '#', 'rally', '#', 'grammar']","['want', 'job', '80', '%', 'mental', '30', '%', 'fiscal', 'pok', 'rally', 'grammar']",[],[],[],[]
260,mbdata,2.01401E+13,zengardener,rt @choconibbs blather-blather-blather #lucio #pokrally,,,,1,"['#Lucio', '#POKRally']",0,1,2014-01-23 17:20:00,"['rt', '@', 'choconibbs', 'blather-blather-blather', '#', 'lucio', '#', 'pokrally']","['choconibbs', 'blather-blather-blather', 'lucio', 'pokrally']",[],[],[],[]
261,mbdata,2.01401E+13,BlueVelvet,rt @mindofkronos what do we want? all the lame chanters out of the park. when do we want it? now,,,,1,[],-0.5,0,2014-01-23 17:20:00,"['rt', '@', 'mindofkronos', 'what', 'do', 'we', 'want', '?', 'all', 'the', 'lame', 'chanters', 'out', 'of', 'the', 'park', '.', 'when', 'do', 'we', 'want', 'it', '?', 'now']","['mindofkronos', 'want', 'lame', 'chanters', 'park', 'want']",[],[],[],[]
262,mbdata,2.01401E+13,choconibbs,it just doesn't get better than this #blather #pokrally,,,,1,"['#blather', '#POKRally']",0.5,1,2014-01-23 17:20:00,"['it', 'just', 'does', ""n't"", 'get', 'better', 'than', 'this', '#', 'blather', '#', 'pokrally']","['get', 'better', 'blather', 'pokrally']",[],[],[],[]
263,mbdata,2.01401E+13,anaregents,cops are everywhere tonite i hop etheres no trouble,,,,1,[],0.1,1,2014-01-23 17:20:00,"['cops', 'are', 'everywhere', 'tonite', 'i', 'hop', 'etheres', 'no', 'trouble']","['cops', 'everywhere', 'tonite', 'hop', 'etheres', 'trouble']",['crime'],[],"['cops', 'cops', 'cops', 'cops', 'cops', 'cops', 'cops', 'cops', 'cops']",[]
264,mbdata,2.01401E+13,footfingers,greedy corporations are ruining kronos and poisoning the people. fight back! #pok,36.054,24.902,,1,['#POK'],0,1,2014-01-23 17:20:00,"['greedy', 'corporations', 'are', 'ruining', 'kronos', 'and', 'poisoning', 'the', 'people', '.', 'fight', 'back', '!', '#', 'pok']","['greedy', 'corporations', 'ruining', 'kronos', 'poisoning', 'people', 'fight', 'back', 'pok']",['emergency'],[],[],"['fight', 'fight', 'poisoning', 'fight', 'poisoning', 'fight']"
265,mbdata,2.01401E+13,KronosQuoth,"limitations live only in our minds.  but if we use our imaginations, our possibilities become limitless.  #kronosstar #pokrally",,,,1,"['#KronosStar', '#POKRally']",0.068181818,1,2014-01-23 17:20:02,"['limitations', 'live', 'only', 'in', 'our', 'minds', '.', 'but', 'if', 'we', 'use', 'our', 'imaginations', ',', 'our', 'possibilities', 'become', 'limitless', '.', '#', 'kronosstar', '#', 'pokrally']","['limitations', 'live', 'minds', 'use', 'imaginations', 'possibilities', 'become', 'limitless', 'kronosstar', 'pokrally']",[],[],[],[]
266,mbdata,2.01401E+13,KronosQuoth,people rarely succeed unless they have fun in what they are doing.  #pokrally #hi,,,,1,"['#POKRally', '#HI']",0.3,1,2014-01-23 17:20:02,"['people', 'rarely', 'succeed', 'unless', 'they', 'have', 'fun', 'in', 'what', 'they', 'are', 'doing', '.', '#', 'pokrally', '#', 'hi']","['people', 'rarely', 'succeed', 'unless', 'fun', 'pokrally']",[],[],[],[]
267,mbdata,2.01401E+13,KronosQuoth,"if youre offered a seat on a rocket ship, dont ask what seat! just get on.  #kronosstar #pokrally",,,,1,"['#KronosStar', '#POKRally']",0,1,2014-01-23 17:20:02,"['if', 'youre', 'offered', 'a', 'seat', 'on', 'a', 'rocket', 'ship', ',', 'dont', 'ask', 'what', 'seat', '!', 'just', 'get', 'on', '.', '#', 'kronosstar', '#', 'pokrally']","['youre', 'offered', 'seat', 'rocket', 'ship', 'dont', 'ask', 'seat', 'get', 'kronosstar', 'pokrally']",[],[],[],[]
268,mbdata,2.01401E+13,KronosQuoth,how wonderful it is that nobody need wait a single moment before starting to improve the world.  #kronosstar #pokrally,,,,1,"['#KronosStar', '#POKRally']",0.30952381,1,2014-01-23 17:20:29,"['how', 'wonderful', 'it', 'is', 'that', 'nobody', 'need', 'wait', 'a', 'single', 'moment', 'before', 'starting', 'to', 'improve', 'the', 'world', '.', '#', 'kronosstar', '#', 'pokrally']","['wonderful', 'nobody', 'need', 'wait', 'single', 'moment', 'starting', 'improve', 'world', 'kronosstar', 'pokrally']",[],[],[],[]
269,mbdata,2.01401E+13,KronosQuoth,evolution inspires incredible phenomena #pokrally #hi,,,,1,"['#POKRally', '#HI']",0.9,1,2014-01-23 17:20:29,"['evolution', 'inspires', 'incredible', 'phenomena', '#', 'pokrally', '#', 'hi']","['evolution', 'inspires', 'incredible', 'phenomena', 'pokrally']",[],[],[],[]
270,mbdata,2.01401E+13,KronosQuoth,"when everything seems to be going against you, remember that the airplane takes off against the wind, not with it.  #kronosstar #pokrally",,,,1,"['#KronosStar', '#POKRally']",0,1,2014-01-23 17:20:29,"['when', 'everything', 'seems', 'to', 'be', 'going', 'against', 'you', ',', 'remember', 'that', 'the', 'airplane', 'takes', 'off', 'against', 'the', 'wind', ',', 'not', 'with', 'it', '.', '#', 'kronosstar', '#', 'pokrally']","['everything', 'seems', 'going', 'remember', 'airplane', 'takes', 'wind', 'kronosstar', 'pokrally']",[],[],[],[]
271,mbdata,2.01401E+13,wireHead1122,rt @ourcountryourrights the cops look scared cuz they know they serve corrupt masters #pok,,,,1,['#POK'],-0.5,0,2014-01-23 17:20:33,"['rt', '@', 'ourcountryourrights', 'the', 'cops', 'look', 'scared', 'cuz', 'they', 'know', 'they', 'serve', 'corrupt', 'masters', '#', 'pok']","['ourcountryourrights', 'cops', 'look', 'scared', 'cuz', 'know', 'serve', 'corrupt', 'masters', 'pok']",['crime'],[],"['cops', 'cops', 'cops', 'cops', 'cops', 'cops', 'cops', 'cops', 'cops']",[]
272,mbdata,2.01401E+13,KronosQuoth,"nothing is impossible, the word itself says, im possible!  #kronosstar #pokrally",,,,1,"['#KronosStar', '#POKRally']",-0.333333333,0,2014-01-23 17:20:51,"['nothing', 'is', 'impossible', ',', 'the', 'word', 'itself', 'says', ',', 'im', 'possible', '!', '#', 'kronosstar', '#', 'pokrally']","['nothing', 'impossible', 'word', 'says', 'im', 'possible', 'kronosstar', 'pokrally']",[],[],[],[]
273,mbdata,2.01401E+13,KronosQuoth,"if you do what you always did, you will get what you always got.  #pokrally #hi",,,,1,"['#POKRally', '#HI']",0,1,2014-01-23 17:20:51,"['if', 'you', 'do', 'what', 'you', 'always', 'did', ',', 'you', 'will', 'get', 'what', 'you', 'always', 'got', '.', '#', 'pokrally', '#', 'hi']","['always', 'get', 'always', 'got', 'pokrally']",[],[],[],[]
274,mbdata,2.01401E+13,pinky,rt @truccotrucco gotta be 3000 people here! #pok is strong,,,,1,['#POK'],0.433333333,1,2014-01-23 17:21:00,"['rt', '@', 'truccotrucco', 'got', 'ta', 'be', '3000', 'people', 'here', '!', '#', 'pok', 'is', 'strong']","['truccotrucco', 'got', 'ta', '3000', 'people', 'pok', 'strong']",[],[],[],[]
275,mbdata,2.01401E+13,POK,jakab: we have a symbiotic relationship with the earth,,,,1,[],0,1,2014-01-23 17:21:00,"['jakab', ':', 'we', 'have', 'a', 'symbiotic', 'relationship', 'with', 'the', 'earth']","['jakab', ':', 'symbiotic', 'relationship', 'earth']",[],[],[],[]
276,mbdata,2.01401E+13,truccotrucco,lots of cops but they cant stop us #pok,36.052,24.852,,1,['#POK'],0,1,2014-01-23 17:21:00,"['lots', 'of', 'cops', 'but', 'they', 'cant', 'stop', 'us', '#', 'pok']","['lots', 'cops', 'cant', 'stop', 'us', 'pok']",['crime'],[],"['cops', 'cops', 'cops', 'cops', 'cops', 'cops', 'cops', 'cops', 'cops']",[]
277,mbdata,2.01401E+13,FriendsOfKronos,lucio jakab & save our wetlands terrorist sympathesizers #pok,,,,1,['#POK'],0,1,2014-01-23 17:21:00,"['lucio', 'jakab', '&', 'save', 'our', 'wetlands', 'terrorist', 'sympathesizers', '#', 'pok']","['lucio', 'jakab', '&', 'save', 'wetlands', 'terrorist', 'sympathesizers', 'pok']",['crime'],[],"['terrorist', 'terrorist', 'terrorist', 'terrorist', 'terrorist', 'terrorist', 'terrorist', 'terrorist', 'terrorist']",[]
278,mbdata,2.01401E+13,michelleR,you people need to sit down ur blocking my view of the band!!!!!!!,,,,1,[],-0.741746691,0,2014-01-23 17:21:00,"['you', 'people', 'need', 'to', 'sit', 'down', 'ur', 'blocking', 'my', 'view', 'of', 'the', 'band', '!', '!', '!', '!', '!', '!', '!']","['people', 'need', 'sit', 'ur', 'blocking', 'view', 'band']",[],[],[],[]
279,ccdata,2.01401E+13,,incomplete call for police,,,,1,[],0,1,2014-01-23 17:21:00,"['incomplete', 'call', 'for', 'police']","['incomplete', 'call', 'police']",['crime'],[],"['police', 'police', 'police', 'police', 'police', 'police', 'police', 'police', 'police']",[]
280,mbdata,2.01401E+13,KronosQuoth,"the function of leadership is to produce more leaders, not more followers.  #pokrally #hi",,,,1,"['#POKRally', '#HI']",0.125,1,2014-01-23 17:21:19,"['the', 'function', 'of', 'leadership', 'is', 'to', 'produce', 'more', 'leaders', ',', 'not', 'more', 'followers', '.', '#', 'pokrally', '#', 'hi']","['function', 'leadership', 'produce', 'leaders', 'followers', 'pokrally']",[],[],[],[]
281,mbdata,2.01401E+13,BlueVelvet,rt @hemprules people r mean #trylove,,,,1,['#trylove'],-0.3125,0,2014-01-23 17:21:33,"['rt', '@', 'hemprules', 'people', 'r', 'mean', '#', 'trylove']","['hemprules', 'people', 'r', 'mean', 'trylove']",[],[],[],[]
282,mbdata,2.01401E+13,KronosQuoth,"you can do anything, but not everything.  #pokrally #hi",,,,1,"['#POKRally', '#HI']",0,1,2014-01-23 17:21:45,"['you', 'can', 'do', 'anything', ',', 'but', 'not', 'everything', '.', '#', 'pokrally', '#', 'hi']","['anything', 'everything', 'pokrally']",[],[],[],[]
283,mbdata,2.01401E+13,KronosQuoth,"nothing is impossible, the word itself says, im possible!  #kronosstar #pokrally",,,,1,"['#KronosStar', '#POKRally']",-0.333333333,0,2014-01-23 17:21:45,"['nothing', 'is', 'impossible', ',', 'the', 'word', 'itself', 'says', ',', 'im', 'possible', '!', '#', 'kronosstar', '#', 'pokrally']","['nothing', 'impossible', 'word', 'says', 'im', 'possible', 'kronosstar', 'pokrally']",[],[],[],[]
284,mbdata,2.01401E+13,slamrjamr,rt @pok lucio quotes albert einstein to look into nature and you will understand everything better,,,,1,[],0.5,1,2014-01-23 17:22:00,"['rt', '@', 'pok', 'lucio', 'quotes', 'albert', 'einstein', 'to', 'look', 'into', 'nature', 'and', 'you', 'will', 'understand', 'everything', 'better']","['pok', 'lucio', 'quotes', 'albert', 'einstein', 'look', 'nature', 'understand', 'everything', 'better']",[],[],[],[]
285,mbdata,2.01401E+13,joyce101,rt @anaregents cops are everywhere tonite i hop etheres no trouble,,,,1,[],0.1,1,2014-01-23 17:22:00,"['rt', '@', 'anaregents', 'cops', 'are', 'everywhere', 'tonite', 'i', 'hop', 'etheres', 'no', 'trouble']","['anaregents', 'cops', 'everywhere', 'tonite', 'hop', 'etheres', 'trouble']",['crime'],[],"['cops', 'cops', 'cops', 'cops', 'cops', 'cops', 'cops', 'cops', 'cops']",[]
286,mbdata,2.01401E+13,rnbwBrite,rt @truccotrucco lots of cops but they cant stop us #pok,,,,1,['#POK'],0,1,2014-01-23 17:22:00,"['rt', '@', 'truccotrucco', 'lots', 'of', 'cops', 'but', 'they', 'cant', 'stop', 'us', '#', 'pok']","['truccotrucco', 'lots', 'cops', 'cant', 'stop', 'us', 'pok']",['crime'],[],"['cops', 'cops', 'cops', 'cops', 'cops', 'cops', 'cops', 'cops', 'cops']",[]
287,mbdata,2.01401E+13,POK,jakab is getting cheers from the audience for his inspiring remarks,,,,1,[],0.5,1,2014-01-23 17:22:00,"['jakab', 'is', 'getting', 'cheers', 'from', 'the', 'audience', 'for', 'his', 'inspiring', 'remarks']","['jakab', 'getting', 'cheers', 'audience', 'inspiring', 'remarks']",[],[],[],[]
288,mbdata,2.01401E+13,SaveOurWildlands,"lucio """"our survival is directly linked to the survivial of all species""""""""",,,,1,[],0.1,1,2014-01-23 17:22:00,"['lucio', '``', ""''"", 'our', 'survival', 'is', 'directly', 'linked', 'to', 'the', 'survivial', 'of', 'all', 'species', ""''"", ""''"", ""''"", ""''""]","['lucio', '``', 'survival', 'directly', 'linked', 'survivial', 'species']",[],[],[],[]
289,mbdata,2.01401E+13,choconibbs,send photos of the speakers @apd for their top ten wanted poster #pokrally,,,,1,['#POKRally'],0.25,1,2014-01-23 17:22:00,"['send', 'photos', 'of', 'the', 'speakers', '@', 'apd', 'for', 'their', 'top', 'ten', 'wanted', 'poster', '#', 'pokrally']","['send', 'photos', 'speakers', 'apd', 'top', 'ten', 'wanted', 'poster', 'pokrally']",['crime'],[],"['apd', 'apd', 'apd', 'apd', 'apd', 'apd', 'apd', 'apd', 'apd']",[]
290,ccdata,2.01401E+13,,vehicle accident-report,,,2582 N. Parla St,1,[],0,1,2014-01-23 17:22:00,"['vehicle', 'accident-report']","['vehicle', 'accident-report']",[],[],[],[]
291,mbdata,2.01401E+13,KronosQuoth,the only way to do great work is to love what you do.  #kronosstar #pokrally,,,,1,"['#KronosStar', '#POKRally']",0.433333333,1,2014-01-23 17:22:06,"['the', 'only', 'way', 'to', 'do', 'great', 'work', 'is', 'to', 'love', 'what', 'you', 'do', '.', '#', 'kronosstar', '#', 'pokrally']","['way', 'great', 'work', 'love', 'kronosstar', 'pokrally']",[],[],[],[]
292,mbdata,2.01401E+13,KronosQuoth,you can never cross the ocean until you have the courage to lose sight of the shore.  #kronosstar #pokrally,,,,1,"['#KronosStar', '#POKRally']",0,1,2014-01-23 17:22:06,"['you', 'can', 'never', 'cross', 'the', 'ocean', 'until', 'you', 'have', 'the', 'courage', 'to', 'lose', 'sight', 'of', 'the', 'shore', '.', '#', 'kronosstar', '#', 'pokrally']","['never', 'cross', 'ocean', 'courage', 'lose', 'sight', 'shore', 'kronosstar', 'pokrally']",[],[],[],[]
293,mbdata,2.01401E+13,Clevvah4Evah,"in edition, you should always add instead of multiply #pok #rally #grammar",,,,1,"['#POK', '#Rally', '#Grammar']",0,1,2014-01-23 17:22:28,"['in', 'edition', ',', 'you', 'should', 'always', 'add', 'instead', 'of', 'multiply', '#', 'pok', '#', 'rally', '#', 'grammar']","['edition', 'always', 'add', 'instead', 'multiply', 'pok', 'rally', 'grammar']",[],[],[],[]
294,mbdata,2.01401E+13,KronosQuoth,it is better to fail in originality than to succeed in imitation.  #pokrally #hi,,,,1,"['#POKRally', '#HI']",-0.044444444,0,2014-01-23 17:22:28,"['it', 'is', 'better', 'to', 'fail', 'in', 'originality', 'than', 'to', 'succeed', 'in', 'imitation', '.', '#', 'pokrally', '#', 'hi']","['better', 'fail', 'originality', 'succeed', 'imitation', 'pokrally']",[],[],[],[]
295,mbdata,2.01401E+13,KronosQuoth,the mind is everything. what you think you become.   #kronosstar #pokrally,,,,1,"['#KronosStar', '#POKRally']",0,1,2014-01-23 17:22:28,"['the', 'mind', 'is', 'everything', '.', 'what', 'you', 'think', 'you', 'become', '.', '#', 'kronosstar', '#', 'pokrally']","['mind', 'everything', 'think', 'become', 'kronosstar', 'pokrally']",[],[],[],[]
296,mbdata,2.01401E+13,truccotrucco,lucio jakab tells it like it is #pok #sow,36.052,24.852,,1,"['#POK', '#SOW']",0,1,2014-01-23 17:22:47,"['lucio', 'jakab', 'tells', 'it', 'like', 'it', 'is', '#', 'pok', '#', 'sow']","['lucio', 'jakab', 'tells', 'like', 'pok', 'sow']",[],[],[],[]
297,ccdata,2.01401E+13,,traffic stop,,,4133 N. Androutsou St,1,[],0,1,2014-01-23 17:22:47,"['traffic', 'stop']","['traffic', 'stop']",['emergency'],[],[],"['traffic', 'traffic', 'traffic', 'traffic']"
298,mbdata,2.01401E+13,KronosQuoth,"if you can't explain it simply, you don't understand it well enough.  #pokrally #hi",,,,1,"['#POKRally', '#HI']",0,1,2014-01-23 17:22:50,"['if', 'you', 'ca', ""n't"", 'explain', 'it', 'simply', ',', 'you', 'do', ""n't"", 'understand', 'it', 'well', 'enough', '.', '#', 'pokrally', '#', 'hi']","['ca', 'explain', 'simply', 'understand', 'well', 'enough', 'pokrally']",[],[],[],[]
299,mbdata,2.01401E+13,KronosQuoth,develop success from failures. discouragement and failure are two of the surest stepping stones to success.  #pokrally #hi,,,,1,"['#POKRally', '#HI']",0.094444444,1,2014-01-23 17:22:50,"['develop', 'success', 'from', 'failures', '.', 'discouragement', 'and', 'failure', 'are', 'two', 'of', 'the', 'surest', 'stepping', 'stones', 'to', 'success', '.', '#', 'pokrally', '#', 'hi']","['develop', 'success', 'failures', 'discouragement', 'failure', 'two', 'surest', 'stepping', 'stones', 'success', 'pokrally']",[],[],[],[]
300,mbdata,2.01401E+13,junkman995,"i lost a bunch of weight, this stuff works! look at news article diet.kronos/starvenow  #abila #bestfood",,,,1,"['#abila', '#bestfood']",0,1,2014-01-23 17:22:50,"['i', 'lost', 'a', 'bunch', 'of', 'weight', ',', 'this', 'stuff', 'works', '!', 'look', 'at', 'news', 'article', 'diet.kronos/starvenow', '#', 'abila', '#', 'bestfood']","['lost', 'bunch', 'weight', 'stuff', 'works', 'look', 'news', 'article', 'diet.kronos/starvenow', 'abila', 'bestfood']",[],[],[],[]
301,mbdata,2.01401E+13,Clevvah4Evah,my hand hurts i think i have carpet tunnel #pok #rally #grammar,,,,1,"['#POK', '#Rally', '#Grammar']",0,1,2014-01-23 17:22:50,"['my', 'hand', 'hurts', 'i', 'think', 'i', 'have', 'carpet', 'tunnel', '#', 'pok', '#', 'rally', '#', 'grammar']","['hand', 'hurts', 'think', 'carpet', 'tunnel', 'pok', 'rally', 'grammar']",[],[],[],[]
302,ccdata,2.01401E+13,,alarm-secure no crime,,,4357 N. Blant St,1,[],0,1,2014-01-23 17:22:51,"['alarm-secure', 'no', 'crime']","['alarm-secure', 'crime']","['crime', 'emergency']",[],"['crime', 'crime', 'crime', 'crime']","['alarm-secure', 'alarm-secure', 'alarm-secure', 'alarm-secure']"
303,mbdata,2.01401E+13,rnbwBrite,rt @maha_homeland now speaking is lucio jakab of save our wildlands - starting out by quoting albert einstein,,,,1,[],0,1,2014-01-23 17:23:00,"['rt', '@', 'maha_homeland', 'now', 'speaking', 'is', 'lucio', 'jakab', 'of', 'save', 'our', 'wildlands', '-', 'starting', 'out', 'by', 'quoting', 'albert', 'einstein']","['maha_homeland', 'speaking', 'lucio', 'jakab', 'save', 'wildlands', 'starting', 'quoting', 'albert', 'einstein']",[],[],[],[]
304,mbdata,2.01401E+13,lordWally,rt @choconibbs it just doesn't get better than this #blather #pokrally,,,,1,"['#blather', '#POKRally']",0.5,1,2014-01-23 17:23:00,"['rt', '@', 'choconibbs', 'it', 'just', 'does', ""n't"", 'get', 'better', 'than', 'this', '#', 'blather', '#', 'pokrally']","['choconibbs', 'get', 'better', 'blather', 'pokrally']",[],[],[],[]
305,mbdata,2.01401E+13,KronosQuoth,"if you want to achieve excellence, you can get there today. as of this second, quit doing less-than-excellent work.  #pokrally #hi",,,,1,"['#POKRally', '#HI']",0,1,2014-01-23 17:23:21,"['if', 'you', 'want', 'to', 'achieve', 'excellence', ',', 'you', 'can', 'get', 'there', 'today', '.', 'as', 'of', 'this', 'second', ',', 'quit', 'doing', 'less-than-excellent', 'work', '.', '#', 'pokrally', '#', 'hi']","['want', 'achieve', 'excellence', 'get', 'today', 'second', 'quit', 'less-than-excellent', 'work', 'pokrally']",[],[],[],[]
306,mbdata,2.01401E+13,choconibbs,hey jacob - hows the quality of life of the pok hostages? #pokrally,,,,1,['#POKRally'],0,1,2014-01-23 17:23:22,"['hey', 'jacob', '-', 'hows', 'the', 'quality', 'of', 'life', 'of', 'the', 'pok', 'hostages', '?', '#', 'pokrally']","['hey', 'jacob', 'hows', 'quality', 'life', 'pok', 'hostages', 'pokrally']",['crime'],[],"['hostages', 'hostages', 'hostages', 'hostages', 'hostages', 'hostages', 'hostages', 'hostages', 'hostages']",[]
307,mbdata,2.01401E+13,anaregents,"lucio jakab says """"our survival and quality of life is directly tied to the survival of all species""""""""",,,,1,[],0.1,1,2014-01-23 17:23:22,"['lucio', 'jakab', 'says', '``', ""''"", 'our', 'survival', 'and', 'quality', 'of', 'life', 'is', 'directly', 'tied', 'to', 'the', 'survival', 'of', 'all', 'species', ""''"", ""''"", ""''"", ""''""]","['lucio', 'jakab', 'says', '``', 'survival', 'quality', 'life', 'directly', 'tied', 'survival', 'species']",[],[],[],[]
308,mbdata,2.01401E+13,MindOfKronos,blah blah blah. pok trying to put everyone to sleep?,,,,1,[],0,1,2014-01-23 17:23:22,"['blah', 'blah', 'blah', '.', 'pok', 'trying', 'to', 'put', 'everyone', 'to', 'sleep', '?']","['blah', 'blah', 'blah', 'pok', 'trying', 'put', 'everyone', 'sleep']",[],[],[],[]
309,ccdata,2.01401E+13,,subject stop,,,4252 N. Bairn St,1,[],-0.166666667,0,2014-01-23 17:23:22,"['subject', 'stop']","['subject', 'stop']",[],[],[],[]
310,mbdata,2.01401E+13,KronosQuoth,"if you genuinely want something, don't wait for it -- teach yourself to be impatient.  #pokrally #hi",,,,1,"['#POKRally', '#HI']",0.1,1,2014-01-23 17:23:46,"['if', 'you', 'genuinely', 'want', 'something', ',', 'do', ""n't"", 'wait', 'for', 'it', '--', 'teach', 'yourself', 'to', 'be', 'impatient', '.', '#', 'pokrally', '#', 'hi']","['genuinely', 'want', 'something', 'wait', '--', 'teach', 'impatient', 'pokrally']",[],[],[],[]
311,mbdata,2.01401E+13,KronosQuoth,"good things come to people who wait, but better things come to those who go out and get them.  #pokrally #hi",,,,1,"['#POKRally', '#HI']",0.6,1,2014-01-23 17:23:46,"['good', 'things', 'come', 'to', 'people', 'who', 'wait', ',', 'but', 'better', 'things', 'come', 'to', 'those', 'who', 'go', 'out', 'and', 'get', 'them', '.', '#', 'pokrally', '#', 'hi']","['good', 'things', 'come', 'people', 'wait', 'better', 'things', 'come', 'go', 'get', 'pokrally']",[],[],[],[]
312,mbdata,2.01401E+13,powercrystals,"gain over 1,000 followers a week by using:  followers.kronos/getpopular #pokrally",,,,1,['#pokrally'],0,1,2014-01-23 17:24:00,"['gain', 'over', '1,000', 'followers', 'a', 'week', 'by', 'using', ':', 'followers.kronos/getpopular', '#', 'pokrally']","['gain', '1,000', 'followers', 'week', 'using', ':', 'followers.kronos/getpopular', 'pokrally']",[],[],[],[]
313,mbdata,2.01401E+13,POK,jakab: our survival and quality of life is tied to survivial of species,,,,1,[],0,1,2014-01-23 17:24:00,"['jakab', ':', 'our', 'survival', 'and', 'quality', 'of', 'life', 'is', 'tied', 'to', 'survivial', 'of', 'species']","['jakab', ':', 'survival', 'quality', 'life', 'tied', 'survivial', 'species']",[],[],[],[]
314,mbdata,2.01401E+13,Viktor-E,lucio jakab visits viktor-e in the studio.  watch him try to play the keyboard at viktor-e.kronos/ourfans,,,,1,[],0,1,2014-01-23 17:24:00,"['lucio', 'jakab', 'visits', 'viktor-e', 'in', 'the', 'studio', '.', 'watch', 'him', 'try', 'to', 'play', 'the', 'keyboard', 'at', 'viktor-e.kronos/ourfans']","['lucio', 'jakab', 'visits', 'viktor-e', 'studio', 'watch', 'try', 'play', 'keyboard', 'viktor-e.kronos/ourfans']",[],[],[],[]
315,mbdata,2.01401E+13,AbilaPost,pok rally is peaceful so far but tense with a strong police presence #pokrally #abilapost,,,,0,"['#POKrally', '#AbilaPost']",0.1125,1,2014-01-23 17:24:00,"['pok', 'rally', 'is', 'peaceful', 'so', 'far', 'but', 'tense', 'with', 'a', 'strong', 'police', 'presence', '#', 'pokrally', '#', 'abilapost']","['pok', 'rally', 'peaceful', 'far', 'tense', 'strong', 'police', 'presence', 'pokrally', 'abilapost']",['crime'],[],"['police', 'police', 'police', 'police', 'police', 'police', 'police', 'police', 'police']",[]
316,mbdata,2.01401E+13,ourcountryourrights,we have to hold our officials accountable for their corruption #pok,,,,1,['#POK'],0,1,2014-01-23 17:24:00,"['we', 'have', 'to', 'hold', 'our', 'officials', 'accountable', 'for', 'their', 'corruption', '#', 'pok']","['hold', 'officials', 'accountable', 'corruption', 'pok']",[],[],[],[]
317,mbdata,2.01401E+13,ReggieWassali,awesome to see all the people supporting environment corporate & govt responsibilty community activism! #pokrally,,,,1,['#POKRally'],0.416666667,1,2014-01-23 17:24:00,"['awesome', 'to', 'see', 'all', 'the', 'people', 'supporting', 'environment', 'corporate', '&', 'govt', 'responsibilty', 'community', 'activism', '!', '#', 'pokrally']","['awesome', 'see', 'people', 'supporting', 'environment', 'corporate', '&', 'govt', 'responsibilty', 'community', 'activism', 'pokrally']",[],[],[],[]
318,mbdata,2.01401E+13,katrina,i thought there was supposed to be a taco truck here,,,,1,[],0,1,2014-01-23 17:24:00,"['i', 'thought', 'there', 'was', 'supposed', 'to', 'be', 'a', 'taco', 'truck', 'here']","['thought', 'supposed', 'taco', 'truck']",[],[],[],[]
